b0001	0.023832075505070462
b0002	0.022981313482897447
b0003	0.022291168872741608
b0004	0.024133264403703936
b0005	0.019436842877468392
b0006	0.023162965547125863
b0007	0.0218973401495388
b0008	0.02557423066552912
b0009	0.022659920795882752
b0010	0.02625410413770813
b0011	0.0229917337968731
b0013	0.022657174846439955
b0014	0.02551000803086658
b0015	0.023275064569626698
b0016	0.019636013222203146
b0018	0.018955238853793632
b4412	0.02021580096047709
b0019	0.02265140579797151
b0020	0.021427750596396126
b0021	0.020867632999829473
b0022	0.018275829070927195
b0023	0.02183530538032493
b0024	0.018776096738699424
b0025	0.02303768297051912
b0026	0.02407499489106289
b0027	0.023745147264661114
b0028	0.02443709099163187
b0029	0.024475964154395746
b0030	0.022267997946346867
b0031	0.02331833101885557
b0032	0.023211361728977583
b0033	0.025373273783731422
b0034	0.020780996751976796
b0035	0.02055821668969412
b0036	0.025187627375949734
b0037	0.02258333108951447
b0038	0.023884920740580615
b0039	0.023882072052831813
b0040	0.022362143402754185
b0041	0.02399794559020852
b0042	0.024063854245761056
b0043	0.02391669361931959
b0044	0.02399266647615921
b0045	0.02244321174213923
b0046	0.022661525232396937
b0047	0.025110790837701482
b0048	0.02288962797085236
b0049	0.02427548817464291
b0050	0.020908615868730895
b0051	0.023101050552925037
b0052	0.022756899032336336
b0053	0.024699340977696695
b0054	0.02155487952817145
b0055	0.024000743372504192
b0058	0.02298489998082028
b0059	0.02562108070134278
b0060	0.022985498782940237
b0061	0.022818616649583186
b0062	0.024282172311242
b0063	0.02290696442877449
b0064	0.021015607424926887
b0065	0.02370954443562642
b0066	0.022051589588689947
b0067	0.024156793900083854
b0068	0.023619313378294877
b0069	0.02224126534975081
b4662	0.0194845810558572
b0070	0.020964547975878357
b0071	0.02423111684105002
b0072	0.024678366987488473
b0073	0.02447412082333164
b0074	0.024076554967628973
b0075	0.01607393583309031
b0076	0.020496694155136577
b0077	0.02153836271263236
b0078	0.021634991464979127
b0080	0.0225992906697656
b0081	0.021472781614353207
b0082	0.02313681739565718
b0083	0.021571275638145992
b0084	0.022811598122054636
b0085	0.024068445124731722
b0086	0.023678257530248888
b0087	0.024218513380594605
b0088	0.02474608554052679
b0089	0.024189243277854443
b0090	0.023001440180373166
b0091	0.023738362003618462
b0092	0.02233350489435105
b0093	0.022366615933208933
b0094	0.0220905678112514
b0095	0.024425646610689897
b0096	0.023244162708788766
b0097	0.020586752307556272
b0098	0.025270544105507827
b0099	0.024184475684341927
b0101	0.020567988593135574
b0102	0.02319983812422981
b0103	0.021802287798966525
b0104	0.023149307565487293
b0106	0.022416245870036693
b0107	0.020765355821109655
b0108	0.02094954919094097
b0109	0.023332035853215458
b0110	0.02158729915099056
b0111	0.02204721171640074
b0112	0.02406305914162734
b0113	0.022806979582917417
b0114	0.024447728639488076
b0115	0.02503332499441646
b0116	0.024980646319488688
b0117	0.019687575686722626
b0118	0.02541777303585732
b0119	0.023933115098948896
b0120	0.022937282588906895
b0121	0.02229039307405595
b0122	0.02146961103771985
b0123	0.023179108572093588
b0124	0.023642253684272193
b0125	0.02546103999613868
b0126	0.022561532950999705
b0127	0.023580239323569056
b0128	0.02249316890232193
b0129	0.02021451756178081
b0130	0.02160851740362752
b0131	0.02301989135329921
b0132	0.021230854964874916
b0133	0.024618019734905756
b0134	0.024057501437696548
b0135	0.017825800547582097
b0136	0.018384335172301647
b0137	0.018546503886129433
b0138	0.01918721181880117
b0139	0.01991181692091821
b0140	0.02038954943591027
b0141	0.02181780440309196
b0142	0.02236368678293701
b0143	0.023766455177466433
b0144	0.021074341649843776
b0145	0.024555462150722546
b0146	0.020982843203521347
b0147	0.0201393280733901
b0148	0.023189588962517244
b0149	0.02372072310424362
b0150	0.022499083810092385
b0151	0.02403540855872818
b0152	0.022860434493346887
b0153	0.024542019795256213
b0154	0.02409864301382098
b0155	0.023251738752549666
b0156	0.025071592297823964
b0157	0.02294859508154016
b0158	0.021770700453754337
b0159	0.023478014406737368
b0160	0.021555951649043448
b0161	0.024588611088622134
b0162	0.0232880641322328
b0163	0.023080105935721313
b0164	0.021436595892106072
b0166	0.024407299788912592
b0167	0.022494669110932376
b0168	0.023735971345414386
b0169	0.024150271870089658
b0170	0.02512463409594262
b0171	0.025332048521817724
b0172	0.025656456408278013
b0173	0.022565316728860453
b0174	0.0214357036607162
b0175	0.02086141979049934
b0176	0.021509302782468983
b0177	0.022584205220330705
b0178	0.024795961669719067
b0179	0.022623467446957913
b0180	0.024079685171490322
b0181	0.023190675788800626
b0182	0.023982544676002034
b0183	0.024717899811387844
b0184	0.02344985107420563
b0185	0.025900245120019694
b0186	0.02220334441073068
